Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
42,Lemon Juice,Grocery,1 Gal,3.5,GAL,4,OZ-wt,128,100,20,1,,2
43,Dried Basil,Herbs,12oz,79.6,OZ-wt,12,TBL,274.29,100,11.91,0,,0
44,Thyme,Herbs,1lb,61.8,OZ-wt,16,TBL,243.81,100,9.85,0,,0
45,Oregano,Herbs,1.75,71.8,OZ-wt,28,TBL,232.73,100,16.79,0,,0
46,Cumin,Herbs,4.5lbs,67,OZ-wt,72,TBL,360,100,26.09,0,,0
47,Cayenne Pepper,Herbs,5lbs,58.2,OZ-wt,80,TBL,1,1,17.45,0,,0
48,Pepper,Herbs,5lbs,96.6,OZ-wt,80,TBL,312.2,100,45,1,,0
49,Salt,Herbs,EA,1.25,Container,1,TBL,615,100,5.9,0,,0
50,Chili Powder,Herbs,6lbs,46.8,OZ-wt,88,TBL,78.05,100,61,0,,0
51,Paprika,Herbs,EA,56.4,OZ-wt,72,TBL,36.96,1E+08,22.07,0,,0
52,Old Bay Seasoning,Herbs,6/24oz,2.5,JAR,6,TBL,1,100,68,0,,0
54,Yellow Onions,Produce,50lb,0,BAG,1,OZ-wt,800,85,13.04,3,,0
55,Red Onions,Produce,25lb,0.6,BAG,1,OZ-wt,400,8500,10.89,1,,0
56,Potatoes,Produce,50lb,0.25,1/2 CASE,1,OZ-wt,800,850000,12.5,1,,0
57,Spinach,Produce,4x2.5lb,4,BAG,4,OZ-wt,160,99,15.75,1,,0
58,Mixed Greens,Produce,3lb,0,BAG,1,OZ-wt,48,9800,5.99,1,,0
59,Mushrooms,Produce,10lb CASE,0,FLAT,1,OZ-wt,160,95,18,3,,0
60,Cucumbers,Produce,36 COUNT,0,CASE,1,OZ-wt,420,950000,17.99,1,,0
61,Tomatoes,Produce,25lb,0,CASE,1,OZ-wt,400,97,9.5,2,,0
62,Avocado,Produce,60 COUNT,100,EACH,60,EA,24,10000,49,1,,0
63,Celery,Produce,24 COUNT,0,1/2 CASE,24,BUNCH,12,100,38,0,,0
64,Fresh Basil,Produce,1lb,0.1,BAG,1,OZ-wt,16,65,8.3,1,,0
65,Jalapenos,Produce,40lbs,0.1,BAG,1,OZ-wt,32,95,22.89,1,,0
66,Pineapple,Produce,6 COUNT,4,EACH,6,OZ-wt,44,100,16.99,1,,0
71,Garlic Peeled,Produce,5lbs,0,JAR,1,OZ-wt,114.29,98,18,1,,0
72,Chicken Breast,Poultry,40lb CASE,0,CASE,1,OZ-wt,640,85,67.65,3,,0
73,Ground Beef,Meats,20lb CASE,4,LOG,2,EA,2,10000,32,0,,0
74,Italian Sausage,Meats,20lb CASE,8.5,BAG,4,OZ-wt,160,91,42.5,2,,0
75,Bacon Bits,Meats,10lb CASE,4,BAG,2,OZ-wt,160,100,51.32,2,,0
77,Whole Wheat,Bread,EA,40,EACH,1,EA,1,1000000,0.73,0,,7
78,Biopack #4,Paper Goods,Case,12,Stack,4,Each,40,4E+07,39.55,5,,3
79,Water Cups,Paper Goods,2500,16,Sleeve,25,1,2500,10000,66.31,0,,3
80,Soufle Lids,Paper Goods,2500,18,Sleeve,25,1,1,100,26.35,1,,3
81,Spoons,Paper Goods,1000,20,Sleeve,10,1,1,10000,20.59,1,,3
82,Forks,Paper Goods,1000,19,Sleeve,10,1,1,10000,20.59,1,,3
85,Wax Paper Sheets,Paper Goods,6000,7,Stack,6,1,1,10000,54.65,1,,3
86,Small To-Go Bags,Paper Goods,500,0.75,Case,1,1,1,100,14.88,0,,3
87,Foil Roll,Paper Goods,ROLL,0,1,1,1,1,1E+08,22.77,0,,3
89,To-Go Soup Bowls (16oz),Paper Goods,500,5,Sleeve,10,1,1,1000000,48.78,0,,3
90,Paper Towels,Paper Goods,4000,12,Sleeve,16,1,1,1E+08,16.11,1,,3
91,To-Go Soup Lids,Paper Goods,500,6,Sleeve,10,1,1,1E+08,42.68,0,,3
92,To-Go Soup Bowls (12oz),Paper Goods,500,8,Sleeve,10,1,1,10000,42.68,0,,3
95,Napkins,Paper Goods,6000,2,Stack,12,1,1,10000,45.46,0,,3
97,Dried Black Beans,Grocery,50lbs,16,Quart,27.414,3.5,1,100,41.35,1,,0
99,Cinnamon,Herbs,,9,LB,0,OZ-wt,1,1,0,0,,
100,Passion Syrup,Beverage,6/5.5lbs,12,5.5 lbs,6,CUP,7.65,100,60,0,,5
101,Allspice,Herbs,1lb,13.6,OZ-wt,16,TBL,1,1000000,5.5,0,,2
102,Black Tea,Beverage,(20 x 600g) CASE,31.5,BAG,20,CUP,5.88,100,110,0,,5
103,Boba,Beverage,EA,0,3kg,6,OZ-wt,1,100,38,0,,5
104,Honey,Beverage,6/5lbs,3.8,JAR,6,CUP,6.96,100,88.5,0,,6
106,24 Oz Cups,Paper Goods,600 COUNT,7,Sleeve,12,Each,1,10000,58.86,0,,3
107,Dried Pinto Beans,Grocery,25lb,22,Quart,14.47,8,8,10000,14.3,1,,0
108,Grill Bricks,Janitorial,12 EA,5,BRICK,12,1,1,10000,13.2,0,,3
109,Sanitizer,Janitorial,4 GAL,2.5,GALLON,4,1,1,100,59.9,0,,3
110,Poly Gloves,Paper Goods,2000,13,BOX,4,1,1,100,15.8,0,,3
111,Sourdough,Bread,EA,136,EACH,1,1,1,100,0.73,0,,7
112,Dried Garbanzo Beans,Grocery,25lb,15,QUART,26.635,LB,1.877,1000000,25,1,,0
113,Crushed Red Pepper,Herbs,EA,0,OZ-wt,1,TBL,1,1000000,0,0,,0
114,Sugar (CANE),Beverage,EA,12,QUART,16,CUP,1,1E+12,30,0,,6
115,16/24 Oz Lids,Paper Goods,1000 CASE,9,Sleeve,10,1,1,100,23.19,0,,3
116,Straws,Paper Goods,2000,2.8,BOX,4,1,1,100,10.06,1,,3
117,16 Oz Cups,Paper Goods,1000 CASE,13,Sleeve,20,1,1,100,54.75,0,,3
118,Large To-Go Bags,Paper Goods,500,0.6,BAG,1,1,1,100,52.81,0,,3
119,Soufle Cups,Paper Goods,2500,7,Sleeve,25,1,1,100,22.15,1,,3
120,Ceramawrap,Paper Goods,2000,1,EACH,1,1,1,100,10.26,0,,3
121,Die-Cut To-Go Bags,Paper Goods,500,0.4,CASE,1,1,1,100,55.35,0,,3
122,Garbage Bags,Janitorial,250,1.5,CASE,1,1,1,100,28.62,0,,3
123,Detergent,Janitorial,4 GAL,4,GALLON,4,1,1,100,16.2,0,,3
124,De-Greaser,Janitorial,4 GAL,5,GALLON,4,1,1,100,15.72,0,,3
125,Bleach,Janitorial,4 GAL,2,GALLON,4,1,1,100,8,0,,3
126,Steel Wool,Janitorial,12 COUNT,5,Sleeve,12,1,1,100,4.77,0,,3
