Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
92,To-Go Soup Bowls (12oz),Paper Goods,500,11,Sleeve,10,1,1,10000,42.68,1,,3
95,Napkins,Paper Goods,6000,5,Stack,12,1,1,10000,45.46,1,,3
97,Dried Black Beans,Grocery,50lbs,21,Quart,27.414,3.5,1,100,41.35,1,,0
99,Cinnamon,Herbs,,86.6,LB,80,OZ-wt,1,1,16.14,1,,2
100,Passion Syrup,Beverage,6/5.5lbs,32,5.5 lbs,6,CUP,7.65,100,60,0,,5
101,Allspice,Herbs,1lb,29.6,OZ-wt,16,TBL,1,1000000,8.02,1,,2
102,Black Tea,Beverage,(20 x 600g) CASE,26.5,BAG,20,CUP,5.88,100,110,0,,5
104,Honey,Beverage,6/5lbs,3.3,JAR,6,CUP,6.96,100,88.5,0,,6
106,24 Oz Cups,Paper Goods,600 COUNT,10,Sleeve,12,Each,1,10000,58.86,1,,3
107,Dried Pinto Beans,Grocery,25lb,12,Quart,14.47,8,8,10000,14.3,1,,0
108,Grill Bricks,Janitorial,12 EA,2,BRICK,12,1,1,10000,13.2,1,,3
109,Sanitizer,Janitorial,4 GAL,2,GALLON,4,1,1,100,59.9,0,,3
110,Poly Gloves,Paper Goods,2000,14,BOX,4,1,1,100,15.8,2,,3
111,Sourdough,Bread,EA,80,EACH,1,1,1,100,0.76,0,,7
112,Dried Garbanzo Beans,Grocery,25lb,12,QUART,26.635,LB,1.877,1000000,26.99,1,,0
113,Crushed Red Pepper,Herbs,5lbs,60.8,OZ-wt,80,TBL,1,1000000,17.15,1,,2
114,Sugar (CANE),Beverage,EA,10,QUART,16,CUP,1,1E+12,30,0,,6
115,16/24 Oz Lids,Paper Goods,1000 CASE,7,Sleeve,10,1,1,100,23.19,1,,3
116,Straws,Paper Goods,2000,5,BOX,4,1,1,100,10.06,1,,3
117,16 Oz Cups,Paper Goods,1000 CASE,15,Sleeve,20,1,1,100,54.75,1,,3
118,Large To-Go Bags,Paper Goods,500,0.5,BAG,1,1,1,100,52.81,0,,3
119,Soufle Cups,Paper Goods,2500,9,Sleeve,25,1,1,100,26.35,1,,3
120,Ceramawrap,Paper Goods,2000,1,EACH,1,1,1,100,10.26,1,,3
121,Die-Cut To-Go Bags,Paper Goods,500,1,CASE,1,1,1,100,55.35,1,,3
122,Garbage Bags,Janitorial,250,1.25,CASE,1,1,1,100,28.62,1,,3
123,Detergent,Janitorial,4 GAL,3.25,GALLON,4,1,1,100,16.2,1,,3
124,De-Greaser,Janitorial,4 GAL,3,GALLON,4,1,1,100,15.72,1,,3
125,Bleach,Janitorial,4 GAL,4.2,GALLON,4,1,1,100,8,1,,3
126,Steel Wool,Janitorial,12 COUNT,9,Sleeve,12,1,1,100,4.77,1,,3
127,Fabuloso,Janitorial,3 GAL,3,1 GAL,3,1,1,,24.26,0,,2
