Id,Name,Category,PurchasedUnit,Count,CountUnit,Conversion,RecipeUnit,RecipeUnitConversion,Yield,LastPurchasedPrice,LastOrderAmount,LastPurchasedDate,LastVendorId
35,Canola Oil Bottles,Grocery,EA,2,BOTTLE,1,OZ-fl,1,100,1.27,0,4/24/2017 3:47:35 PM,0
36,Olive Oil,Grocery,6 GAL,1,JUG,6,OZ-fl,768,99,49.95,3,2/22/2017 7:09:16 PM,0
37,Flour,Grocery,25lb,1.5,BAG,1,CUP,66.67,10000,6.88,1,4/24/2017 3:47:35 PM,0
38,Sugar (BROWN),Grocery,25lb,12,QUART,16,CUP,62.5,10000,13.88,0,12/28/2016 11:52:00 AM,2
40,Tahini,Grocery,40lbs,0.5,LB,1,OZ-wt,640,9800,60.69,1,,2
41,Kalamata Olives,Grocery,6x4.4lbs,3,JAR,6,OZ-wt,64.8,10000,63.94,1,,2
42,Lemon Juice,Grocery,1 Gal,5,GAL,4,OZ-wt,128,100,20,1,4/24/2017 3:47:35 PM,2
43,Dried Basil,Herbs,12oz,83.2,OZ-wt,12,TBL,274.29,100,11.91,0,4/24/2017 3:47:35 PM,0
44,Thyme,Herbs,1lb,58.2,OZ-wt,16,TBL,243.81,100,9.85,0,,0
45,Oregano,Herbs,1.75,83,OZ-wt,28,TBL,232.73,100,16.79,0,12/28/2016 11:52:00 AM,0
46,Cumin,Herbs,4.5lbs,70.4,OZ-wt,72,TBL,360,100,26.09,0,,0
47,Cayenne Pepper,Herbs,5lbs,58.8,OZ-wt,80,TBL,1,1,17.45,0,4/24/2017 3:47:35 PM,0
48,Pepper,Herbs,5lbs,64.6,OZ-wt,80,TBL,312.2,100,45,0,12/28/2016 11:52:00 AM,0
49,Salt,Herbs,EA,1.2,Container,1,TBL,615,100,5.9,0,,0
50,Chili Powder,Herbs,6lbs,69.8,OZ-wt,88,TBL,78.05,100,61,0,,0
51,Paprika,Herbs,EA,63.4,OZ-wt,72,TBL,36.96,1E+08,22.07,0,12/28/2016 11:52:00 AM,0
52,Old Bay Seasoning,Herbs,6/24oz,2,JAR,6,TBL,1,100,68,0,,0
54,Yellow Onions,Produce,50lb,0,BAG,1,OZ-wt,800,85,12.75,0,4/24/2017 3:47:35 PM,0
55,Red Onions,Produce,25lb,0.9,BAG,1,OZ-wt,400,8500,8.5,0,4/24/2017 3:47:35 PM,0
56,Potatoes,Produce,50lb,1,1/2 CASE,1,OZ-wt,800,850000,9.99,0,4/24/2017 3:47:35 PM,0
57,Spinach,Produce,4x2.5lb,2,BAG,4,OZ-wt,160,99,15.75,2,2/22/2017 7:09:16 PM,0
58,Mixed Greens,Produce,3lb,1,BAG,1,OZ-wt,48,9800,5.99,0,4/24/2017 3:47:35 PM,0
59,Mushrooms,Produce,10lb CASE,0,FLAT,1,OZ-wt,160,95,19,7,2/22/2017 7:09:16 PM,0
60,Cucumbers,Produce,36 COUNT,0.3,CASE,1,OZ-wt,420,950000,16.86,0,4/24/2017 3:47:35 PM,0
61,Tomatoes,Produce,25lb,1,CASE,1,OZ-wt,400,97,9.5,0,4/24/2017 3:47:35 PM,0
62,Avocado,Produce,60 COUNT,44,EACH,60,EA,24,10000,45.6,0,4/24/2017 3:47:35 PM,0
63,Celery,Produce,24 COUNT,5,1/2 CASE,24,BUNCH,12,100,38,0,4/24/2017 3:47:35 PM,0
64,Fresh Basil,Produce,1lb,0.3,BAG,1,OZ-wt,16,65,8.3,2,2/22/2017 7:09:16 PM,0
65,Jalapenos,Produce,40lbs,0.6,BAG,1,OZ-wt,32,95,21.5,0,4/24/2017 3:47:35 PM,0
66,Pineapple,Produce,6 COUNT,5,EACH,6,OZ-wt,44,100,16.99,0,4/24/2017 3:47:35 PM,0
71,Garlic Peeled,Produce,5lbs,0.1,JAR,1,OZ-wt,114.29,98,16.5,0,4/24/2017 3:47:35 PM,0
72,Chicken Breast,Poultry,40lb CASE,2,CASE,1,OZ-wt,640,85,59,2,1/11/2017 3:01:00 PM,0
73,Ground Beef,Meats,20lb CASE,7,LOG,2,EA,2,10000,32,0,4/24/2017 3:47:35 PM,0
74,Italian Sausage,Meats,20lb CASE,7.5,BAG,4,OZ-wt,160,91,42.5,0,4/24/2017 3:47:35 PM,0
75,Bacon Bits,Meats,10lb CASE,2,BAG,2,OZ-wt,160,100,51.32,0,4/24/2017 3:47:35 PM,0
77,Whole Wheat,Bread,EA,1,EACH,1,EA,1,1000000,0.73,0,4/24/2017 3:47:35 PM,7
78,Biopack #4,Paper Goods,Case,14,Stack,4,Each,40,4E+07,39.55,0,4/25/2017 4:46:24 PM,3
79,Water Cups,Paper Goods,2500,10,Sleeve,25,1,2500,10000,66.31,0,4/25/2017 4:46:24 PM,3
80,Soufle Lids,Paper Goods,2500,26,Sleeve,25,1,1,100,26.35,0,4/25/2017 4:46:24 PM,3
81,Spoons,Paper Goods,1000,10,Sleeve,10,1,1,10000,20.59,0,4/25/2017 4:46:24 PM,3
82,Forks,Paper Goods,1000,5,Sleeve,10,1,1,10000,20.59,0,4/25/2017 4:46:24 PM,3
85,Wax Paper Sheets,Paper Goods,6000,6,Stack,6,1,1,10000,54.65,1,2/22/2017 7:09:16 PM,3
86,Small To-Go Bags,Paper Goods,500,0.5,Case,1,1,1,100,14.88,0,4/25/2017 4:46:24 PM,3
87,Foil Roll,Paper Goods,ROLL,1,1,1,1,1,1E+08,22.77,0,4/25/2017 4:46:24 PM,3
89,To-Go Soup Bowls (16oz),Paper Goods,500,11,Sleeve,10,1,1,1000000,48.78,0,4/25/2017 4:46:24 PM,3
90,Paper Towels,Paper Goods,4000,9,Sleeve,16,1,1,1E+08,16.11,1,2/22/2017 7:09:16 PM,3
91,To-Go Soup Lids,Paper Goods,500,3,Sleeve,10,1,1,1E+08,42.68,0,4/25/2017 4:46:24 PM,3
92,To-Go Soup Bowls (12oz),Paper Goods,500,12,Sleeve,10,1,1,10000,42.68,0,4/24/2017 3:47:35 PM,3
95,Napkins,Paper Goods,6000,5,Stack,12,1,1,10000,45.46,0,4/25/2017 4:46:24 PM,3
97,Dried Black Beans,Grocery,50lbs,23,Quart,27.414,3.5,1,100,41.35,1,2/22/2017 7:09:16 PM,0
99,Cinnamon,Herbs,,10.6,LB,0,OZ-wt,1,1,0,0,,
100,Passion Syrup,Beverage,6/5.5lbs,16,5.5 lbs,6,CUP,7.65,100,60,0,,5
101,Allspice,Herbs,1lb,14.6,OZ-wt,16,TBL,1,1000000,5.5,0,,2
102,Black Tea,Beverage,(20 x 600g) CASE,32.5,BAG,20,CUP,5.88,100,110,0,,5
103,Boba,Beverage,EA,0,3kg,6,OZ-wt,1,100,38,0,,5
104,Honey,Beverage,6/5lbs,5,JAR,6,CUP,6.96,100,88.5,0,4/24/2017 3:47:35 PM,0
106,24 Oz Cups,Paper Goods,600 COUNT,9,Sleeve,12,Each,1,10000,58.86,0,4/25/2017 4:46:24 PM,3
107,Dried Pinto Beans,Grocery,25lb,8,Quart,14.47,8,8,10000,14.3,1,2/22/2017 7:09:16 PM,2
108,Grill Bricks,Janitorial,12 EA,8,BRICK,12,1,1,10000,13.2,0,4/25/2017 4:46:24 PM,3
109,Sanitizer,Janitorial,4 GAL,4,GALLON,4,1,1,100,59.9,0,4/25/2017 4:46:24 PM,3
110,Poly Gloves,Paper Goods,2000,11,BOX,4,1,1,100,15.8,0,,3
111,Sourdough,Bread,EA,1,EACH,1,1,1,100,0.73,0,,7
112,Dried Garbanzo Beans,Grocery,50lb,10,QUART,26.635,LB,1.877,1000000,45,0,,2
113,Crushed Red Pepper,Herbs,EA,0,OZ-wt,1,TBL,1,1000000,0,0,,0
114,Sugar (CANE),Beverage,EA,17,QUART,16,CUP,1,1E+12,30,0,,6
115,16/24 Oz Lids,Paper Goods,1000 CASE,12,Sleeve,10,1,1,100,23.19,0,,3
116,Straws,Paper Goods,2000,3.8,BOX,4,1,1,100,10.06,0,,3
117,16 Oz Cups,Paper Goods,1000 CASE,18,Sleeve,20,1,1,100,54.75,0,,3
118,Large To-Go Bags,Paper Goods,500,0.6,BAG,1,1,1,100,52.81,0,,3
119,Soufle Cups,Paper Goods,2500,3,Sleeve,25,1,1,100,22.15,0,,3
120,Ceramawrap,Paper Goods,2000,0,EACH,1,1,1,100,10.26,0,,3
121,Die-Cut To-Go Bags,Paper Goods,500,0.2,CASE,1,1,1,100,55.35,0,,3
122,Garbage Bags,Janitorial,250,1.5,CASE,1,1,1,100,28.62,0,,3
123,Detergent,Janitorial,4 GAL,4,GALLON,4,1,1,100,16.2,0,,3
124,De-Greaser,Janitorial,4 GAL,5,GALLON,4,1,1,100,15.72,0,,3
125,Bleach,Janitorial,4 GAL,1,GALLON,4,1,1,100,8,0,,3
126,Steel Wool,Janitorial,12 COUNT,7,Sleeve,12,1,1,100,4.77,0,,3
